Ticker,Description,Last,Change %,Change,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Yearly Performance,Country,Current Ratio (MRQ),Debt to Equity Ratio (MRQ),Dividends Paid (FY),Dividends per Share (FY),Dividends Yield (FY),EBITDA (TTM),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),Gap %,Goodwill,Gross Margin (TTM),Gross Profit (FY),Gross Profit (MRQ),Industry,Last Year Revenue (FY),Money Flow (14),Net Debt (MRQ),Net Income (FY),Net Margin (TTM),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue per Employee (TTM),Shares Float,Total Assets (MRQ),Total Current Assets (MRQ),Total Debt (MRQ),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding (MRQ)
MTRN,Materion Corporation,83.76,0.2513465,0.21,262299,21970164.24,1712743500,23.8449692,3.5486,3443,Non-Energy Minerals,18.03833145,United States,3.06711196,0.74104575,-9697000,0.475,0.574094,117782000,19.6083,2425520000,0.28725314,318620000,18.18083133,274670000,70750000,Other Metals/Minerals,1510767000,69.23441871,519417000,72474000,4.79716594,4.87467624,2.37307349,2.6095,,1.14736589,1.14498615,1.30134615,5.43825757,10.53347577,7.25564967,438793.7845,20177793,1607479000,627252000,533879000,887039000,887039000,1510767000,20448200
PLXS,Plexus Corp.,81.9,0.52780164,0.43,424205,34742389.5,2301127056,18.80805665,4.4403,19200,Electronic Technology,-4.1208148,United States,1.58178026,0.36811018,0,0,,224266000,11.1328,2918860000,-0.22094022,0,9.28647668,320091000,70739000,Electronic Components,3368865000,56.3033697,165951000,138912000,3.75856013,4.84507292,2.2312521,2.57125,31.0785,0.69976758,0.70820903,0.71392222,5.06397008,12.29962741,10.0922041,175461.7188,27350492.8,2709646000,2161479000,384342000,1433661000,1665551000,3368865000,28096800
MGNI,"Magnite, Inc.",12.94,-11.24828532,-1.64,6107629,79032719.26,1711609796,,-0.001,876,Commercial Services,-67.97822321,United States,1.14447418,0.91881416,0,0,,105818000,27.7635,3019280000,-0.34293553,969873000,42.26611986,197980000,70652000,Advertising/Marketing Services,468413000,29.51877937,578551000,65000,0.01387664,-9.15709,2.06334204,2.63373,21.8985,4.08215336,3.988229,1.14447418,0.00356011,0.01029809,0.00624652,534718.0365,114213635,2712612000,1178116000,809252000,1831855000,1831855000,468413000,132273000
OCFT,"OneConnect Financial Technology Co., Ltd.",1.425,-9.81012658,-0.155,3234038,4608504.15,604489985,,-0.5385,,Technology Services,-91.25230203,China,1.33627343,0.21257955,,,,-173375140,,,0,0,34.76728336,222758751,70405949.86,Packaged Software,640739249.9,19.94663078,-661333992.3,-198732794.8,-31.00532054,-34.31772231,,,,,,,-12.70317168,-28.61124654,-25.84523836,,385686852.2,1465572580,1082381165,127917029.5,863835345.6,863835345.6,640739249.9,389993551
SDC,"SmileDirectClub, Inc.",1.98,-9.5890411,-0.21,15132703,29962751.94,768990112.4,,-0.8656,,Health Services,-81.32075472,United States,2.62421454,-5.70373044,0,0,,-182915000,,1148420000,-4.10958904,0,65.45809279,417368000,70323000,Medical/Nursing Services,637611000,38.2385254,541459000,-102442000,-16.06653587,-39.83698525,1.37017743,1.63448,,1.20012354,1.19809493,2.36475539,-12.2002183,-42.72261702,-12.41267585,,110878706.2,794558000,467740000,766319000,928912000,928912000,637611000,118870000
SBOW,"SilverBow Resorces, Inc.",26,1.08864697,0.28,591496,15378896,421422737.1,,-1.3403,64,Energy Minerals,224.1895262,United States,0.28055546,4.58754311,0,0,,228637000,4.75306,718164000,2.09953344,0,65.92934087,70451000,69804000,Oil & Gas Production,177386000,67.40056513,408753000,-309382000,-5.8729584,54.76599982,3.60723966,3.6715,1.376,1.12320019,1.84582786,0.28055546,-2.81858847,-21.38207841,-3.55358895,2771656.25,7214026.436,698335000,49862000,409741000,492102000,609019000,177386000,16208600
KUO/A,GRUPO KUO SAB DE CV,50.490002,0,0,11,555.390022,1016881127,,0.30074614,,Consumer Non-Durables,-5.76707705,Mexico,1.11509439,1.01948941,-19205829.02,,1.7825311,158644914.7,10.6251,1685614787,0,25076.38,15.68260705,307809740.4,69799592.46,Food: Meat/Fish/Dairy,1962745986,13.24918578,592484012.5,131957267.7,6.72309451,4.83556025,1.36398086,1.38316,,0.29183842,0.29183842,0.55779432,5.63322314,17.9742217,8.5379361,,104751847.6,2450204228,906219033.7,805721082.9,1659885983,1659885983,1962745986,438469938
IDCC,"InterDigital, Inc.",65.27,1.319466,0.85,271951,17750241.77,2003137598,37.43064206,1.7996,510,Electronic Technology,4.41529355,United States,2.82668256,0.59019653,-43058000,1.4,2.1176827,176183000,9.80485,1744990000,-0.45017075,22421000,58.6889323,249668000,69768000,Telecommunications Equipment,425409000,66.28707259,-497258000,55295000,12.9980795,23.29123267,2.7224146,2.94973,26.392,4.8479641,4.85682209,2.82668256,3.40861002,7.28232697,4.70562104,834135.2941,30055514.94,1628156000,1050285000,444369000,875239000,875239000,425409000,30690000
DADA,Dada Nexus Limited,7.13,-14.19975933,-1.18,3429350,24451265.5,1922921984,,-1.5884,2440,Technology Services,-77.87088765,China,2.96932044,0.1007003,0,0,,-374443100,,4349720000,0.48134777,148186749,21.12072326,126144369.2,69724476.34,Internet Software/Services,831613170.2,19.87277293,-381980919.7,-247046957.6,-35.50469985,-38.14246752,1.8002983,6.58094,,1.84584907,1.65031195,2.9642415,-39.4570984,-52.77190157,-52.13370465,340825.0698,227086552,946307807.8,653919980.2,71733556.17,385190831.5,233960833.5,831613170.2,233932107.3
CENX,Century Aluminum Company,28.67,21.38018628,5.05,9185876,263359064.9,2615610327,,-1.9007,2512,Non-Energy Minerals,74.87038731,United States,1.12933869,1.12992874,0,0,,148700000,12.8057,2036350000,2.03217612,0,5.6180791,124300000,69600000,Aluminum,2212500000,61.14226966,435000000,-167100000,-7.72881356,2.98757062,5.84878961,3.58859,,1.17963073,1.10033808,0.35184509,-11.31551085,-35.36345776,-20.95331454,880772.293,49831977.16,1617000000,618200000,475700000,1196000000,1196000000,2212500000,91231600
PWSC,"PowerSchool Holdings, Inc.",14.24,-9.58730159,-1.51,1061559,15116600.16,2817334453,,-0.1978,2605,Technology Services,-20.88888889,United States,0.49693025,0.42991107,0,,,122070000,,6009810000,0.12698413,2447357000,45.42780228,188342000,69517000,Packaged Software,434888000,,651357000,-46648000,-7.42380301,4.57248149,1.77436733,3.93503,,5.60306324,6.84581613,0.49693025,,,,166943.5701,3715968.458,3607693000,212710000,742370000,1522827000,1880894000,434888000,197846472
OMA/B,GRUPO AEROPORTUARIO DEL CENTRO NORT,144.23,-2.49459167,-3.69,1575891,227290758.9,2745470037,,0.35879674,,Transportation,9.28170935,Mexico,1.58623989,0.70485802,-96399934.68,,11.237119,223805036,11.9691,2678746557,-0.16901028,1036457.912,53.8491699,228640735.9,69398126.92,Other Transportation,424594726.9,64.12505118,84222357.63,139125947.4,32.76676288,47.12277853,5.07547725,4.80303,,,,,13.91049101,26.326594,20.00646001,,332829458.6,1114518054,378649929.6,385706763.7,567306061,567306061,424594726.9,390112000
HURN,Huron Consulting Group Inc.,48.31,-2.06770728,-1.02,332993,16086891.83,1042253526,16.78573882,2.9626,4609,Commercial Services,-7.39888825,United States,1.25585816,0.51973247,0,0,,99676000,13.0449,1347610000,0,620879000,26.249733,243324000,68909000,Miscellaneous Commercial Services,926958000,49.89599095,276454000,62987000,6.795022,7.25167699,1.86880435,1.90819,152.933,1.13170545,1.1497887,1.25585816,5.78705224,11.20922692,7.52092113,201119.1148,21114659.54,1119349000,257682000,297235000,547449000,547449000,926958000,21574300
EVH,"Evolent Health, Inc",27.06,1.53846154,0.41,1734953,46947828.18,2457786847,,-0.3623,3500,Commercial Services,47.62684124,United States,1.1761352,0.40434495,-1300000,0,,50928000,52.9175,2382480000,0.22514071,426297000,20.90065939,190369000,68803000,Miscellaneous Commercial Services,907957000,72.21054689,-61498000,-30801000,-3.33540024,-1.91859306,3.54241834,3.55914,125.433,2.67908947,2.61056986,1.1761352,-2.09416626,-4.612129,-3.16695425,259416.2857,87533902.1,1419458000,523960000,280467000,725825000,725825000,907957000,90827300
SXI,Standex International Corporation,106.5,0.53809119,0.57,96986,10329009,1303062639,28.18153051,3.8366,3900,Producer Manufacturing,5.7176891,United States,2.87934932,0.4532047,-11449000,0.94,0.9731449,122941000,11.2322,1433270000,-0.28320589,273760000,37.42763779,241261000,68772000,Miscellaneous Manufacturing,656232000,67.95250323,90075000,36473000,6.62563207,13.13294928,2.54171038,2.54451,23.0922,1.82710264,1.99626422,2.13865662,4.87656455,9.20872323,6.32935663,168264.6154,11985773.29,970570000,397379000,237230000,455798000,447120000,656232000,12235300
HRMY,"Harmony Biosciences Holdings, Inc.",41.09,2.82782783,1.13,1814012,74537753.08,2419056586,70.3555941,0.599,180,Health Technology,24.43973349,United States,5.28942817,1.04133893,0,0,,106369000,23.3358,2531710000,-0.77577578,0,78.8066396,231498000,68753000,Pharmaceuticals: Major,305440000,64.34431683,-40092000,34597000,11.32693819,28.65669199,12.79293487,13.449,25.6924,8.00927142,7.86198088,5.20701069,8.04098002,24.3909661,10.32508946,1696888.889,26130504.05,433443000,284439000,194217000,246936000,246936000,305440000,58471500
BE,Bloom Energy Corporation,21.76,-1.98198198,-0.44,12065064,262535792.6,3854074380,,-0.9475,1719,Producer Manufacturing,-18.22623074,United States,2.28154135,5.42274809,0,0,,-56235000,,4743380000,-0.4954955,1957000,20.08206333,195007000,68703000,Electrical Products,972176000,38.18386998,634064000,-164445000,-16.91514705,-12.01942858,,,,4.05162602,3.99441749,1.86291714,-10.34258943,-135.3183926,-15.78229086,565547.4113,153830891.2,1725571000,781380000,1122639000,1509052000,1509052000,972176000,177117833
ALE,"Allete, Inc.",63.66,1.14394662,0.72,554070,35272096.2,3389492106,19.40817023,3.2278,1365,Utilities,0.99952404,United States,0.53606919,0.67671317,-131900000,2.52,4.155346,383000000,15.5315,5984880000,0.03177629,0,15.62852311,221800000,68400000,Electric Utilities,1419200000,50.11494489,1948400000,169200000,11.9222097,10.66093574,1.37943897,1.46277,,2.32785795,2.31463148,0.3562753,2.42229889,7.18822355,4.1818047,1039706.96,52959698.1,7159900000,291300000,1993800000,4213600000,4213600000,1419200000,53243700
AOSL,Alpha and Omega Semiconductor Limited,52.18,-2.95703924,-1.59,2347198,122476791.6,1393593675,3.40640831,16.657,3939,Electronic Technology,61.59801796,United States,2.62228827,0.05842643,0,0,,145481000,8.00535,1489830000,-0.16737958,269000,33.87143594,204543000,68365000,Semiconductors,656902000,68.8848195,-223230000,58116000,60.8166466,12.77042132,3.76958043,2.03695,14.7883,2.07772028,2.21654384,1.88504133,44.99257013,78.53919489,67.80783885,166768.723,21569376.97,1111875000,466707000,46390000,402248000,317885000,656902000,26707400
EVTC,"Evertec, Inc.",39.18,-2.92368682,-1.18,623700,24436566,2819779055,17.97203746,2.2361,2500,Technology Services,7.34246575,Puerto Rico,2.82189765,1.03466747,-14409000,0.2,0.50352466,277444000,13.7857,3852430000,-0.7185332,393318000,44.85652666,264562000,68274000,Data Processing Services,589796000,67.76548556,200654000,161130000,27.3196156,33.31897809,6.13163566,7.71549,18.7952,4.91509826,4.90749282,2.82189765,14.53366316,40.0844328,18.22081071,235918.4,59627781.85,1144756000,431423000,486571000,674488000,674488000,589796000,71969900
GLP,Global Partners LP Global Partners LP,25.9,-2.41145441,-0.64,223543,5789763.7,880485063.8,19.39645417,1.3271,3490,Distribution Services,28.15437902,United States,1.26856241,2.9793621,-91919000,2.275,8.984831,222314000,9.77753,2499680000,0.4521477,328135000,2.4408608,328373000,68271000,Wholesale Distributors,13248277000,72.03094845,1561560000,57215000,0.43186748,0.90632918,2.23724548,2.04406,,0.06613666,0.06652091,0.66170557,2.07314846,11.13800793,3.07977763,3796067.908,28735120.86,2906118000,1065085000,1572409000,2378351000,2378351000,13248277000,33995600
CCOI,"Cogent Communications Holdings, Inc.",63.41,0.01577287,0.01,685215,43449483.15,3039115603,61.50184574,1.0417,1001,Communications,10.22075439,United States,5.05588199,-3.38266622,-150288000,3.17,5.1650605,201072000,21.1173,4372360000,-0.23659306,0,46.49341886,274220000,68223000,Specialty Telecommunications,589797000,54.95279104,933442000,48185000,8.16984322,18.96095397,,,,5.044336,5.04120193,5.05588199,4.85482868,,5.50629078,589207.7922,42511560.86,984557000,409577000,1262066000,1357655000,1357655000,589797000,47928000
EPAY,"Bottomline Technologies, Inc.",56.675,0.06179379,0.035,2319001,131429381.7,2549102809,,-0.7829,2344,Technology Services,30.5875576,United States,1.35136259,0.40048112,0,0,,38077000,29.4635,2492560000,0.01765537,252061000,53.39236909,253778000,67945000,Packaged Software,471403000,82.14284136,77956000,-16288000,-6.78332519,-4.02195371,5.3705815,5.86047,39.5081,4.89124583,5.14438667,1.35136259,-4.34641461,-7.96218525,-5.83301656,201110.4949,42894102.64,767696000,207922000,164649000,359494000,356568000,471403000,44977600
HXL,Hexcel Corporation,55.84,-3.55785838,-2.06,1681111,93873238.24,4689903645,302.9723992,0.191,4863,Electronic Technology,0.70333634,United States,2.48909532,0.58835409,0,0,0,205300000,24.7099,5138940000,-0.43177893,190500000,18.55388813,248900000,67900000,Aerospace & Defense,1323500000,50.33851453,746300000,16100000,1.22025163,5.1008034,3.22768161,2.92912,35.3981,3.66862513,3.64863468,1.49676898,0.56124939,1.07487399,0.66661146,272157.1047,83540794.86,2819400000,616300000,874000000,1333900000,1333900000,1323500000,83988200
INST,"Instructure Holdings, Inc.",21.1,-5.84560464,-1.31,407272,8593439.2,2969626029,,-0.6334,1283,Technology Services,0.57197331,United States,0.79231362,0.41087034,-930000,0,,111268000,32.9675,3733650000,-1.29406515,1194221000,53.5389443,234828000,67872000,Packaged Software,405361000,,358679000,-88679000,-21.87654954,-6.52702159,2.42964521,2.64831,31.7444,7.63838159,7.63838159,0.79231362,-4.02865429,-7.50763323,-4.75727588,315947.7786,11296576.37,2133782000,235394000,523607000,859397000,859397000,405361000,140741000
SWCH,"Switch, Inc.",27.61,6.11068409,1.59,4237779,117005078.2,6813592548,594.3722944,0.0513,,Technology Services,97.63779528,United States,0.49513008,2.76214477,,0.205,0.76474875,265140000,22.3253,6044890000,0.34588778,106350000,41.82655035,252408000,67848000,Information Technology Services,592045000,73.98900645,1658561000,5412000,0.9141197,15.37518263,12.09462525,12.6143,,6.6354922,6.43308286,,0.21505744,1.81581795,0.32101025,,130834932.4,2918618000,83472000,1708776000,2299977000,2299977000,592045000,148449000
CMCO,Columbus McKinnon Corporation,46.84,2.62927257,1.2,504706,23640429.04,1335299372,46.14997484,1.0109,2651,Producer Manufacturing,-8.96015549,United States,1.9096281,0.74185761,-5733000,0.24,0.523446,113806000,16.318,1780590000,-0.41630149,657084000,32.26589248,207942000,67795000,Trucks/Construction/Farm Machinery,649642000,50.8747085,446456000,9106000,3.26641427,8.09473662,2.0742852,1.76769,15.8199,1.57526727,1.70606588,1.15162705,1.94539706,4.4118913,2.71220944,245055.4508,27722826,1671473000,441126000,553155000,620283000,925838000,649642000,28507700
NVMI,Nova Ltd.,107.15,2.26188204,2.37,461146,49411793.9,3062244610,35.6368998,3.2801,,Electronic Technology,35.63291139,Israel,1.96754767,0.46635807,0,0,,121319000,35.4156,4247530000,0.48673411,20114000,56.45173306,234903000,67514000,Electronic Production Equipment,416113000,74.52363154,-189224000,93101000,22.37397053,27.00852893,6.70689517,8.83756,34.0324,8.09175945,7.96646636,1.6943389,12.74535573,22.02812756,17.09129794,,28246797.7,805154000,566516000,220939000,331400000,331400000,416113000,28579000
OB,Outbrain Inc.,11.14,-14.57055215,-1.9,2009732,22388414.48,618358856.4,,0.0135,,Technology Services,-44.3,United States,2.34348602,0.91909259,,,,54026000,9.90493,748058000,2.7607362,32881000,23.65625277,240260000,67460000,Internet Software/Services,1015630000,,-219397000,10995000,0.17132223,3.40242017,2.60348235,3.0915,18.9602,0.80219696,0.62563567,,1.90823134,6.47896619,3.82164941,,10352464.03,795890000,676084000,236000000,539115000,539115000,1015630000,55508000
LESL,"Leslie's, Inc.",20.93,-1.78320038,-0.38,3306933,69214107.69,3820550379,29.31529315,0.7548,3700,Retail Trade,0,United States,1.4771329,-2.63132304,0,0,,253789000,18.3379,5410070000,-0.23463163,101124000,44.17053461,595160000,67316000,Specialty Stores,1342917000,28.13303039,949993000,126634000,10.30133055,16.0833537,,,27.8199,2.92426103,3.03495529,0.51480284,18.28060419,,25.76148203,362950.5405,159144071.6,811265000,375499000,1003334000,1320562000,1192569000,1342917000,182539000
INSP,"Inspire Medical Systems, Inc.",238.91,-2.11013685,-5.15,650126,155321602.7,6577058005,,-1.5444,485,Health Technology,10.89913197,United States,6.50100467,0.14885526,0,0,,-37861000,,6117340000,-0.24993854,0,85.7412787,200115000,67242000,Medical Specialties,233394000,43.73234081,-180372000,-42042000,-18.01331654,-17.07413215,29.74800437,27.5372,,29.14945942,29.03102981,6.08385988,-14.59100114,-18.32713957,-16.35805471,481224.7423,26865253.23,295084000,268537000,34095000,66036000,66036000,233394000,27529400
THRM,Gentherm Inc,78.69,-7.24893918,-6.15,791852,62310833.88,2598464508,29.58473786,2.826,10474,Producer Manufacturing,9.29166667,United States,2.65543975,0.0982065,0,0,,153445000,17.6909,2790750000,0.07072136,66033000,28.8685179,304507000,67196000,Auto Parts: OEM,1046150000,66.3843046,-126398000,93434000,8.93122401,11.20680591,4.16511211,4.38725,27.8372,2.64727095,2.64259609,1.90703415,9.54293319,15.06833519,12.37255378,99880.65686,32771791.42,935343000,565845000,64208000,281537000,281537000,1046150000,33021500
BAFAR/B,GRUPO BAFAR SAB DE CV,63.990002,0,0,286,18301.14057,948780687.5,13.39011111,0.2326942,,Consumer Non-Durables,68.39474211,Mexico,1.31657176,1.12761144,-13773262.58,,,122231965.8,13.0257,1592150493,0,1300076.4,27.00328429,272137348.2,67154107.41,Food: Meat/Fish/Dairy,1007793516,94.12317323,487844125.5,72159888.47,7.16018583,9.66860817,2.47322134,2.62821,,0.94669963,0.94669963,0.91935997,7.03040802,20.59970853,10.76818562,,32273078.08,1157263300,290228130.4,536973915.2,681058558.5,681058558.5,1007793516,306141000
EBIX,"Ebix, Inc.",26.82,-9.11555405,-2.69,1005707,26973061.74,829903067.5,11.57599932,2.3637,9802,Technology Services,10.14373717,United States,1.97196236,0.97981073,-9245000,0.3,1.0997068,144192000,11.6915,1438800000,-0.54218909,940600000,27.87923307,268609000,67103000,Packaged Software,625609000,30.67745164,566402000,92377000,7.60449871,12.70201752,1.35805376,1.27898,12.6897,0.88139285,1.33306407,1.97196236,4.66136108,11.76385358,5.65891157,63824.62763,23268879.82,1549832000,354969000,677739000,909749000,858128000,625609000,30943400
CRNC,Cerence Inc.,32.66,-9.55414013,-3.45,2965440,96851270.4,1279180016,30.37619823,1.1496,1700,Technology Services,-65.08818813,United States,1.94553371,0.27725081,0,0,,104756000,40.8006,3546350000,-0.38770424,1125648000,71.36365394,273418000,67045000,Packaged Software,387182000,33.16132544,145834000,45893000,11.34019821,19.46283814,1.2377209,2.85981,60.5702,3.84155349,3.40851979,1.94553371,2.59320701,4.30778179,3.37681636,227754.1176,38435712.08,1692425000,275258000,290975000,700704000,642924000,387182000,39166600
WDFC,WD-40 Company,208.27,-1.70843362,-3.62,136325,28392407.75,2850668117,44.09448819,4.7366,540,Process Industries,-33.23609553,United States,2.87853142,0.61583282,-38225000,2.78,1.4976958,91814000,34.6403,3147920000,-0.18405777,95723000,51.61972001,257979000,67009000,Industrial Specialties,488109000,27.80791729,62661000,69952000,13.03040763,16.95959831,14.25203498,15.5,104.704,5.74922664,5.86110594,2.04116805,16.07502504,34.82453647,21.14288133,903905.5556,13542669.43,421439000,233328000,122180000,229821000,223041000,488109000,13687400
SFL,SFL Corporation Ltd,10.12,1.70854271,0.17,2357301,23855886.12,1283069699,,1.3293,,Transportation,27.4559194,Bermuda,0.62529602,2.45683362,-77552000,0.63,7.874016,357626000,9.05628,3271550000,0,0,42.52740575,218334000,66998000,Marine Shipping,513396000,64.14032342,2238244000,164343000,32.0109623,40.10938924,1.3113163,1.05189,,2.50905955,2.41713854,,5.01618617,18.48650546,5.94827979,,95837410.61,3459297000,250316000,2413414000,2476970000,2476970000,513396000,126786000
HLIO,"Helios Technologies, Inc.",75.17,-4.132126,-3.24,415053,31199534.01,2435588454,23.23747681,3.2379,,Producer Manufacturing,10.21994135,United States,2.07429212,0.66025589,-11610000,0.36,0.4790419,203710000,18.8282,3865850000,-0.01275348,459936000,32.21328026,279994000,66817000,Industrial Machinery,869185000,76.32049573,439516000,104596000,12.03380178,17.1780461,3.43513806,4.80737,47.1753,2.81679027,2.8077984,1.09724516,7.71264506,15.8869583,9.425309,,32198884.73,1415346000,351634000,468097000,706383000,706383000,869185000,32401100
POSH,"Poshmark, Inc.",13.085,-12.29892761,-1.835,2509736,32839895.56,1007584639,,-1.1764,558,Retail Trade,-73.2467798,United States,3.21625413,0,0,,,-26030000,,1238070000,-0.60321716,0,83.1211499,215676000,66741000,Apparel/Footwear Retail,262077000,18.32466354,-589028000,16845000,-28.48594713,-9.38687115,,4.36859,,3.39488713,3.93978406,3.21625413,-20.23241585,-37.19958772,-33.6246956,469672.043,18420477.78,608083000,598368000,0,229041000,189848000,262077000,76248999
NVRO,Nevro Corp.,66.9,-6.69456067,-4.8,1579735,105684271.5,2344785376,,-3.7712,945,Health Technology,-57.0327553,United States,6.46209992,0.56419952,0,0,,-82256000,,2644140000,-0.9623431,0,67.03221721,257364000,66730000,Medical Specialties,386905000,26.2446939,-190727000,-131360000,-33.9514868,-23.50292708,8.22206379,9.35264,,6.44132699,6.41463304,5.32446504,-19.26139246,-37.96114878,-25.82654377,409423.2804,33097951.65,574544000,531204000,171300000,270928000,270928000,386905000,35049100
RMBS,"Rambus, Inc.",28.81,6.7037037,1.81,3175792,91494567.52,3149377335,175.6112853,0.1659,690,Electronic Technology,48.96587384,United States,2.56060045,0.23049504,0,0,,74226000,41.1441,3079320000,-0.51851852,278810000,70.01864126,229874000,66447000,Semiconductors,328304000,62.3799462,-286831000,18334000,5.58445831,9.12233783,3.54973494,3.72462,16.8613,9.77172785,9.79996787,2.52886439,1.48062484,2.07455804,1.84544708,475802.8986,107972939.7,1232646000,684364000,198778000,370250000,370250000,328304000,109315000
FN,Fabrinet,98.545,-1.58294218,-1.585,374288,36884210.96,3645705195,21.71842874,4.6988,12189,Electronic Technology,15.75825209,Cayman Islands,2.8797609,0.03222756,0,0,,207522000,16.3261,3950510000,-0.31958454,0,11.67202439,222329000,66387000,Semiconductors,1879350000,53.84071553,-481380000,148341000,8.26342564,8.09047288,3.31626676,3.64014,47.0048,1.79544177,2.00529132,1.91008665,10.67813641,15.51402346,15.09521327,154184.1004,36591977.24,1750795000,1439987000,38647000,503602000,551604000,1879350000,36995300
APOG,"Apogee Enterprises, Inc.",45.01,-0.13312625,-0.06,482794,21730557.94,1119195255,,-0.8696,6100,Producer Manufacturing,19.70744681,United States,1.68375786,0.46099107,-19601000,0.7625,1.9426049,57391000,7.95125,1278050000,0.86532061,129932000,20.41190083,283271000,66280000,Building Products,1230774000,56.12381605,139146000,15436000,-1.74667396,-0.49496691,2.36396133,2.39575,9.14199,0.88557806,0.96814785,1.33754188,-2.18686671,-4.42872867,-3.12682135,201766.2295,24134081.32,982091000,366874000,218442000,522354000,508238000,1230774000,24865500
DDD,3D Systems Corporation,15.995,-10.24130191,-1.825,15021610,240270652,2043031058,6.62125341,2.629,,Producer Manufacturing,-37.59266485,United States,5.79588455,0.59666944,,0,,-18000,,2402750000,14.92704826,345588000,47.11689805,263778000,66218000,Industrial Machinery,615639000,56.33182628,-287034000,322052000,52.3118256,-5.62683651,2.59224491,3.2826,92.6977,3.45024721,3.49058676,5.27408265,28.22351165,50.59319584,35.09969647,,124566430,1549099000,1031737000,502623000,706718000,706718000,615639000,127729000
ATCX,"Atlas Technical Consultants, Inc.",11.12,-3.1358885,-0.36,161818,1799416.16,411032031.3,,-1.097,3200,Industrial Services,34.46191052,United States,2.5531393,-3.32994073,-6611000,0,,57436000,11.9121,796857000,0.69686411,121291000,47.72813058,222503000,66141000,Engineering & Construction,468217000,70.5472107,478070000,-11089000,-1.53409441,5.96035928,,,8.75999,0.72194075,0.16332966,2.5531393,-2.02148622,,-2.17933706,146317.8125,22607970.22,420137000,169651000,482585000,358819000,565060000,468217000,32771800
ROCK,"Gibraltar Industries, Inc.",48.52,0.41390728,0.2,1030884,50018491.68,1586569791,21.07132031,2.3274,2021,Producer Manufacturing,-39.55400523,United States,1.55743057,0.05138999,0,0,,146370000,15.1279,2233670000,-0.91059603,510942000,22.10708749,296187000,66027000,Metal Fabrication,1339783000,24.22000321,29561000,75629000,5.5617962,8.53899475,1.92763104,2.64148,410.818,1.20053494,1.20049862,0.94344751,6.13958585,9.49815272,8.72757086,662930.7274,32559804.79,1214901000,446967000,42410000,389643000,389643000,1339783000,32699300
VREX,Varex Imaging Corporation,24.73,4.6108291,1.09,752959,18620676.07,979307949.7,40.95,0.6399,2100,Health Technology,8.32238283,United States,3.72181454,0.90910887,0,0,,121200000,12.9482,1700650000,-0.50761421,291200000,33.96046678,284700000,66000000,Medical Specialties,818100000,60.02987176,302300000,17400000,3.00071446,10.0857347,2.0048387,2.53815,14.8616,1.2843808,1.21033003,2.0700467,2.21431396,5.34464475,2.68900389,389571.4286,39329532,1139000000,557900000,460100000,651000000,632900000,818100000,39600000
DAVA,Endava plc,114.41,-14.09370776,-18.77,1314458,150387139.8,7541195839,86.72091972,1.6014,8883,Technology Services,32.34239445,United Kingdom,2.18018086,0.15568414,0,0,,148333970,55.2502,9664030000,-0.13515543,168752280,32.83683352,206954506.7,65981548.21,Information Technology Services,600413321.2,63.96657317,-78574353.4,58442016.51,11.7875549,14.82652185,17.98756799,19.1499,58.5366,10.28521807,12.75818763,2.18018086,14.13916546,21.09894977,18.59470599,67591.27786,,730267970.9,351687005.8,76672705.6,238355383,237779115.3,600413321.2,38287690
ALGT,Allegiant Travel Company,162.43,-6.69768511,-11.66,564484,91689136.12,2937989473,19.38275731,8.6805,,Transportation,-33.43851166,United States,2.01858245,1.5338024,0,0,,255927000,14.634,3992370000,-1.516457,0,8.64407375,147634000,65860000,Airlines,1707910000,38.34277676,656508000,149635000,8.76679685,4.38495003,2.48959843,2.76862,11.4022,1.75633883,1.69685867,1.97710713,4.11961065,15.57312726,5.76486745,,15339056.93,4010160000,1338411000,1876687000,2786608000,2786608000,1707910000,18087700
BWMX,"Betterware de Mexico, S.A.B de C.V.",16.96,-5.03919373,-0.9,315789,5355781.44,620481086.4,7.33365081,2.3099,1294,Retail Trade,-57.6,Mexico,1.49012251,1.02622666,-38602015.19,1.373663,9.867178,157337080,11.5196,1313280000,-1.23180291,18062011.73,55.90855472,182579439.4,65215202.24,Specialty Stores,337670337.2,43.63818518,12317846.63,15736646.34,15.96744137,29.73167761,13.02345606,17.9678,95.5573,1.19957509,1.72490135,1.01341563,34.63244031,188.4082556,88.98553185,260950.8016,17718810.62,272528754.7,183658497.4,74304315.02,175246141.9,200123390.7,337670337.2,36585000
